"LOAN","MORTDUE","VALUE","REASON","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC","BAD"
12300,152274,177940,"HomeImp","Office",4,0,0,196.87675772,0,56,33.722769149,0
9500,131394,162449,"HomeImp","ProfExe",10,0,0,222.0095049,0,18,19.551242992,0
28400,46126,66942,"DebtCon","Office",18,0,0,180.66830818,2,21,33.76903515,0
21000,67657,100606,"HomeImp","Other",5,0,0,225.28527037,1,12,31.04430422,0
15800,103537,111139,"DebtCon","Office",3,0,1,252.26775758,1,34,27.674063965,0
32300,195243,294372,"DebtCon","Other",27,0,0,150.20938052,0,22,39.072775661,0
8400,78089,90660,"DebtCon","Mgr",9,0,0,118.63539467,0,22,27.09304112,0
28400,206126,238745,"HomeImp","Other",9,0,0,119.0697634,1,42,41.670187737,0
11000,57554,68222,"DebtCon","ProfExe",14,0,0,215.43179389,3,32,36.569347898,0
27700,103249,NA,"DebtCon","Other",24,0,0,196.78163285,0,19,25.688176342,0
17800,13839,171378,"HomeImp","Mgr",23,0,0,86.702624803,2,21,31.359609533,0
21400,49459,69461,"DebtCon","Other",25,0,0,314.6389579,2,32,35.982083645,0
24400,237543,261393,"HomeImp","Self",3,1,0,254.51744803,2,50,37.90658567,0
24000,17575,50375,"DebtCon","Other",23,0,0,135.76405083,0,11,22.981005101,0
47600,39364,NA,"HomeImp","Self",9,0,0,199.33328593,2,35,40.189421966,0
28700,133188,179454,"DebtCon","ProfExe",1,1,0,223.34866354,1,19,41.136159259,0
33300,19675,NA,"DebtCon","Mgr",6,0,0,42.435279654,0,7,36.668617075,0
29200,139299,180818,"DebtCon","ProfExe",1,0,0,226.86114488,1,19,40.817309246,0
16000,20648,167020,"HomeImp","Self",5,0,0,315.46656561,0,26,25.912976009,0
25700,189995,250814,"DebtCon","Other",9,0,0,100.80094267,1,25,41.00583277,0
19100,105111,176829,"DebtCon","Office",6,0,0,211.40033751,4,24,41.413123846,0
24600,135278,164559,"DebtCon","Other",5,1,0,225.36684849,0,20,34.079157691,0
8300,51783,57839,"DebtCon","Other",3,0,0,96.176673144,0,20,36.210351332,0
4900,65576,65774,"HomeImp","Other",6,1,2,61.64250608,1,14,40.590910018,1
45700,118247,174711,"DebtCon","Self",11,0,0,170.65222452,0,5,37.730751386,0
13600,67354,81255,"DebtCon","Office",10,0,0,255.37875694,4,36,41.625398584,0
27300,53223,86696,"DebtCon","Office",0,0,0,96.070687876,0,22,34.517790505,0
25600,139746,210298,"HomeImp","ProfExe",6,0,0,185.11257638,1,28,38.368890383,0
16100,72942,99544,"DebtCon","Other",5,2,0,54.945678873,1,20,23.282933392,0
9900,71371,84865,"DebtCon","Mgr",0,2,0,94.805235749,0,12,38.211305102,1
20200,105278,180304,"DebtCon","Office",6,0,0,218.65781872,3,24,41.80676309,0
40700,150283,208676,"HomeImp","ProfExe",5,0,0,152.10227147,0,31,36.90999415,0
21300,55140,81692,"DebtCon","Other",12,0,0,109.90068569,1,10,4.384983222,0
25900,152071,185893,"HomeImp","Self",0,0,0,185.54351198,0,16,40.642278896,0
10600,61294,82646,"DebtCon","ProfExe",5,0,4,87.859169291,2,13,36.395148149,1
28500,84908,108385,"DebtCon","Office",10,0,0,384.28504689,0,45,41.342010942,0
16100,49244,65523,"HomeImp","Office",2,0,0,110.21989337,0,17,31.001523706,0
12800,71531,87256,"HomeImp","Office",26,0,0,167.1637357,1,14,40.376137593,0
8000,61565,87624,"DebtCon","ProfExe",14,0,0,203.9971364,0,17,23.562565007,0
46200,117227,NA,"DebtCon","Self",12,0,0,195.64118682,0,5,40.621619276,0
21700,72180,93427,"DebtCon","Other",2,0,0,115.52948936,1,29,33.45667038,0
8500,50569,NA,"DebtCon","Mgr",6,0,0,189.94689772,0,22,29.202476735,0
37400,96798,145550,"DebtCon","Other",12,0,0,63.901676947,1,35,40.594851726,0
5700,26927,35461,"DebtCon","Other",0,1,0,21.799352154,10,6,29.439664242,0
25600,105480,126389,"DebtCon","Mgr",25,0,2,307.40290366,2,35,36.763824165,1
8000,70546,81272,"DebtCon","Sales",4,0,0,119.06692204,0,31,33.361586301,0
18800,70102,99841,"HomeImp","ProfExe",10,0,0,68.168572872,0,16,32.853794362,0
19900,78142,102085,"HomeImp","Mgr",12,0,0,160.36703279,0,27,34.099757111,0
25000,83624,NA,"DebtCon","ProfExe",9,0,0,129.54959324,0,19,29.427733682,0
20400,99781,128452,"DebtCon","Office",23,0,0,265.95084552,2,16,33.79937887,0
19800,99137,121781,"HomeImp","Mgr",4,0,1,302.1278732,1,20,39.510628341,0
12000,84172,123415,"DebtCon","Office",9,0,0,139.01844935,1,21,38.582669884,0
28600,94165,130285,"DebtCon","Office",10,0,1,137.81333094,0,28,42.080016037,0
23300,103162,135013,"DebtCon","Mgr",9,1,0,188.93983988,5,18,40.670817077,0
18100,112832,182418,"DebtCon","Office",8,0,0,230.07213106,3,23,40.298698909,0
15200,64028,95482,"DebtCon","Office",2,0,0,174.16439552,0,24,24.861603531,0
2900,61962,70915,"DebtCon","Mgr",2,0,0,282.80165924,3,37,49.20639579,1
11800,65062,78004,"HomeImp","Office",12,0,0,251.14419571,0,31,43.372372819,0
27400,46575,85263,"DebtCon","Office",1,0,0,155.64704116,2,19,39.489317202,0
20100,78915,119400,"DebtCon","Mgr",18,0,0,232.82670618,4,30,36.648679723,0
30300,36014,76525,"DebtCon","Mgr",14,0,0,88.934468851,5,16,34.9372716,0
9700,21883,67432,"HomeImp","Office",24,0,0,308.99557574,1,12,41.414280651,0
9400,57105,67061,"HomeImp","Other",6,0,0,129.50848379,0,34,35.734592764,0
16200,46115,61917,"HomeImp","Other",2,0,0,259.36069753,0,47,43.717499442,1
15700,85384,101302,"DebtCon","Other",1,0,0,128.28624705,0,22,41.569983536,0
26300,87291,122531,"DebtCon","ProfExe",10,0,1,128.48325812,0,18,27.837509605,0
15800,74575,95815,"DebtCon","Other",7,2,0,69.581348102,0,21,24.108726876,0
26700,81968,114647,"DebtCon","ProfExe",10,0,1,126.70731968,0,19,27.056726972,0
14900,101179,117405,"HomeImp","Office",2,0,0,133.93050973,1,22,35.547407219,0
8700,77377,97070,"DebtCon","Mgr",3,0,0,68.854877174,2,24,38.217725784,0
20300,82996,118224,"DebtCon","Other",11,0,0,287.61160487,1,16,34.187083047,0
14800,100255,116160,"DebtCon","Other",10,0,0,184.77721416,0,26,34.483990385,0
6400,57887,74776,"HomeImp","Mgr",3,0,1,126.32864372,0,22,28.756345434,0
21200,85092,139345,"DebtCon","Other",9,0,1,87.64505947,3,14,42.13884767,0
7000,74795,99149,"HomeImp","Other",1,0,1,175.57144277,0,32,34.449664673,0
27500,23439,NA,"DebtCon","Other",25,0,0,112.89450731,0,11,23.022894085,0
22000,36738,100040,"HomeImp","Other",6,0,0,138.94245756,0,14,30.78315421,0
14200,94696,121528,"DebtCon","Office",10,0,0,209.05180452,0,12,39.64882408,0
15600,75701,106389,"DebtCon","ProfExe",0,0,0,278.68039442,2,21,40.108259064,0
9400,81546,119128,"HomeImp","Office",30,0,0,328.17812369,2,38,34.150319383,0
12200,61302,90873,"DebtCon","Other",2,0,0,35.973541612,1,4,39.973613155,0
21600,41105,65411,"DebtCon","Other",25,0,0,303.23405271,3,32,35.247327711,0
20200,61303,97780,"HomeImp","ProfExe",17,0,1,632.1031857,1,24,20.737039009,0
12500,79900,94660,"DebtCon","Mgr",19,0,0,252.34969818,10,24,35.800492028,0
23600,94908,101678,"DebtCon","ProfExe",1,1,0,125.70170443,0,19,33.224319129,0
28200,148772,NA,"HomeImp","Self",3,0,0,203.57585973,1,17,43.304658069,0
16500,51758,138693,"DebtCon","Other",2,0,0,283.06984094,5,43,39.716770715,0
23500,62742,111921,"DebtCon","ProfExe",15,0,3,282.97601589,0,36,27.148205463,0
12200,90154,110479,"DebtCon","ProfExe",9,0,0,196.92640591,2,37,43.189031502,0
28400,53480,90560,"DebtCon","Other",24,0,1,174.47472367,0,19,24.490839114,0
21800,48139,80114,"DebtCon","Other",13,0,0,111.99863079,1,9,4.1427039717,0
17800,36902,57622,"HomeImp","Other",9,0,0,121.87970265,0,10,19.142116568,0
15000,44623,72225,"DebtCon","Other",1,0,0,268.4203579,0,21,28.13158042,0
9600,42357,99756,"HomeImp","Office",4,1,4,354.65022495,0,30,36.525172928,1
9700,44652,63232,"DebtCon","Other",9,0,0,102.16551363,0,22,37.034875874,0
12500,83924,100114,"HomeImp","ProfExe",0,0,0,71.304197606,1,20,34.712768805,0
14500,35799,51720,"HomeImp","Other",10,0,0,123.21810499,1,9,18.324935276,0
14900,69723,NA,"DebtCon","Office",5,0,0,114.85553461,1,19,22.957291799,0
24700,98900,115052,"DebtCon","Other",23,0,0,239.42607378,1,26,41.700530781,0
12000,76799,83864,"DebtCon","Mgr",8,0,0,102.20427433,0,22,27.17193008,0
25200,63258,100392,"DebtCon","ProfExe",0,0,0,194.70131583,0,25,35.274460982,0
15400,104451,119195,"DebtCon","Office",5,0,0,264.76165219,0,34,29.963272776,0
8300,67839,76502,"DebtCon","ProfExe",9,0,0,58.560174005,3,24,38.974293529,0
18900,34583,59247,"DebtCon","Other",15,0,0,89.340627109,0,17,39.990188361,0
10200,8907,59814,"HomeImp","Other",7,2,0,364.43094738,1,22,16.064245381,0
10600,50662,62491,"DebtCon","Other",0,0,0,197.70926699,1,13,26.251888349,0
48800,47476,105332,"HomeImp","Self",9,0,0,194.13891853,3,36,40.653434674,0
5700,76948,85753,"HomeImp","Other",7,0,0,128.47645151,0,25,37.85968784,0
8900,58503,74706,"HomeImp","Other",6,0,0,243.93599625,1,16,36.793237169,0
11200,17411,86102,"DebtCon","Other",10,0,0,267.97010945,0,13,22.089199918,0
25500,143881,178914,"DebtCon","ProfExe",7,0,0,323.0225718,0,35,37.575821975,0
40100,58784,115430,"DebtCon","Mgr",17,0,1,183.52005671,0,22,39.389156556,0
8700,93759,119459,"HomeImp","Office",24,0,0,NA,1,12,38.729710894,0
9700,32660,54536,"DebtCon","Office",0,0,0,156.4821057,0,13,67.32490355,1
30900,190480,298239,"DebtCon","Other",27,0,1,164.60487057,0,23,39.601452126,0
9700,84933,122520,"DebtCon","Office",10,0,0,141.43307599,1,23,36.795013963,0
22600,96485,120470,"HomeImp","Mgr",9,0,0,112.84033563,2,24,31.865916827,0
14100,86996,108452,"HomeImp","Other",19,0,0,134.99325176,4,24,29.778946076,0
26400,153853,188760,"HomeImp","Self",2,0,0,172.57083327,0,17,43.35819405,0
28900,102108,147463,"DebtCon","Mgr",19,0,0,205.8658949,0,13,41.654211317,0
18600,50167,96312,"DebtCon","ProfExe",5,0,0,128.33943385,1,21,36.377322201,0
32000,22832,43358,"DebtCon","Other",1,0,0,68.328984239,0,7,13.665797689,0
9400,76989,88788,"HomeImp","Other",24,0,0,350.6390057,0,46,30.061371367,0
7800,58399,65945,"DebtCon","Other",1,0,1,NA,2,18,37.02476444,0
13500,124696,200707,"HomeImp","Office",0,0,1,348.66949199,0,16,39.550703015,0
15000,65584,92582,"DebtCon","Other",10,0,0,82.948973217,2,10,34.317240799,0
27800,19600,50594,"DebtCon","Other",24,0,0,137.23404427,1,10,24.522374645,0
21200,63093,101789,"HomeImp","ProfExe",18,0,0,623.45620883,1,24,19.414587953,0
42200,21427,61457,"DebtCon","Other",19,0,0,183.48181171,1,30,39.864738809,0
21300,133942,282972,"HomeImp","Mgr",3,0,0,NA,0,15,30.545400667,0
15100,140193,NA,"DebtCon","Mgr",11,0,0,248.18841905,0,20,30.080158196,0
19200,96401,115545,"DebtCon","ProfExe",7,0,0,128.71451378,1,20,22.187289994,0
18100,18611,171194,"HomeImp","Self",5,0,0,313.03794532,0,26,27.199154012,0
14700,35832,66260,"DebtCon","ProfExe",7,0,0,277.79408675,0,16,23.705359284,0
16800,50135,NA,"DebtCon","ProfExe",5,0,0,126.48940505,2,21,35.856354887,0
64200,64888,145725,"HomeImp","Office",10,0,1,136.94781122,0,11,40.531823103,0
24000,96072,122441,"HomeImp","Mgr",10,0,0,127.741782,1,24,33.608037305,0
21200,109747,174666,"DebtCon","Office",7,0,0,211.8072267,3,24,40.39483989,0
23600,57327,105411,"DebtCon","ProfExe",14,0,3,276.18236267,0,35,29.283032502,0
42900,122372,175968,"DebtCon","Self",13,0,0,160.72975574,0,4,39.469199606,0
38000,94083,132791,"DebtCon","Self",10,0,1,212.99272796,0,64,62.801732089,1
8900,58839,81223,"DebtCon","Office",4,0,0,102.24646959,2,15,26.206409952,0
13300,79512,92224,"DebtCon","Other",9,0,0,159.20708757,4,22,38.94860467,0
21400,134041,163103,"DebtCon","ProfExe",6,1,0,172.03106931,0,38,19.637068751,0
32300,133193,174905,"DebtCon","Mgr",13,0,0,177.0516476,1,28,39.475689602,0
18900,61429,84990,"DebtCon","ProfExe",8,3,1,166.17939921,2,64,40.436704805,1
33900,128884,172094,"DebtCon","Mgr",12,1,0,166.62473824,1,27,42.318899224,0
13700,84996,112522,"HomeImp","ProfExe",9,0,1,171.95341056,0,28,32.843504905,0
24500,80072,107559,"DebtCon","Other",18,0,0,194.87746019,0,12,39.210169634,0
5400,86922,119846,"HomeImp","ProfExe",5,0,0,185.07634726,1,28,26.354889295,0
22700,73280,92961,"DebtCon","ProfExe",8,0,1,109.57029237,3,26,34.614422556,0
31200,124295,176185,"DebtCon","Mgr",12,0,0,171.21441633,1,27,43.17681901,0
18700,45365,71853,"DebtCon","Other",7,0,0,98.456484436,3,15,41.388747587,0
13000,16913,NA,"HomeImp","Office",23,0,0,264.9921562,0,20,30.622635559,0
13200,77241,112904,"DebtCon","Other",5,0,0,68.549045013,2,14,34.535243721,0
13800,85805,135789,"DebtCon","ProfExe",15,0,0,303.68822972,0,18,27.869079212,0
26200,72648,123582,"DebtCon","Office",0,1,0,331.35288565,0,23,37.545837379,0
11900,108763,128780,"DebtCon","Office",8,0,0,60.377932903,3,21,49.418114378,1
26600,61151,97072,"DebtCon","Other",16,0,1,133.44811044,0,29,39.229711537,0
12700,59440,88690,"DebtCon","Other",0,0,0,129.15261505,3,11,37.838273531,0
10800,83441,92148,"DebtCon","Mgr",5,0,0,119.14584404,1,26,40.978635322,0
15800,46716,60231,"DebtCon","Other",3,0,0,191.32373689,0,13,28.053604481,0
12300,60200,77079,"HomeImp","Office",13,0,0,242.24413818,1,32,45.394168545,0
52900,48825,59418,"DebtCon","Office",13,0,0,102.33868297,1,25,38.751994986,0
21600,43449,68744,"DebtCon","Office",11,0,1,121.95099104,1,22,40.916477381,0
13700,70018,NA,"HomeImp","Office",24,0,0,154.75212087,1,13,39.389908828,0
23200,62811,99320,"DebtCon","Office",3,0,0,NA,1,21,36.071271567,0
33700,147522,198737,"DebtCon","ProfExe",20,0,0,188.14935613,1,21,37.308536262,0
14200,60570,74648,"DebtCon","ProfExe",2,0,0,137.84110526,2,35,40.289761298,0
21300,58209,84200,"DebtCon","Other",18,0,0,212.9322977,0,22,33.033146414,0
14400,46955,67304,"DebtCon","Other",2,0,0,171.6224654,0,13,36.555188948,0
22300,133995,281186,"HomeImp","Mgr",2,0,0,181.15398818,0,15,28.899299611,0
15500,46846,70082,"DebtCon","ProfExe",7,0,0,152.16806013,2,12,30.131497225,0
23500,90246,119320,"DebtCon","Other",22,0,0,239.25964489,1,26,41.336696482,0
5600,76407,77485,"HomeImp","Other",9,0,0,91.683770634,0,24,37.773350976,0
19000,130291,168187,"DebtCon","Office",3,0,0,140.68934288,0,20,24.788150207,0
20600,35530,105838,"HomeImp","Other",7,0,0,106.162918,0,15,32.093866518,0
23900,140328,183533,"HomeImp","Mgr",8,0,0,322.78811436,0,17,45.413177555,0
21100,63955,95621,"HomeImp","ProfExe",19,0,0,NA,0,24,20.01032357,0
9400,81596,116738,"HomeImp","Office",28,0,0,338.62903535,1,38,34.169513676,0
12200,70722,81760,"DebtCon","Other",0,0,0,219.78527278,3,26,30.277005376,0
38300,93255,144457,"DebtCon","Other",10,0,0,73.656853928,1,36,41.939496061,0
17900,110332,130756,"DebtCon","Other",2,0,1,288.65558416,1,47,41.946375198,0
19900,90966,154351,"HomeImp","ProfExe",4,0,0,103.97544215,0,17,35.405919939,0
31400,16209,62450,"DebtCon","Other",1,0,0,108.38765771,1,6,38.121275069,0
21000,131378,199687,"HomeImp","ProfExe",12,0,0,208.60596567,0,21,37.099279114,0
22800,96495,122362,"HomeImp","Mgr",8,0,0,120.9792917,2,24,29.809835155,0
9300,73252,100537,"DebtCon","ProfExe",2,0,0,99.774527119,0,26,34.514635071,0
22400,16630,56824,"DebtCon","Other",25,0,1,199.7384646,0,24,27.027787429,0
32100,127901,176592,"DebtCon","Mgr",12,0,0,186.6022388,2,27,40.959377082,0
15400,32131,47338,"HomeImp","Other",9,0,0,93.373142196,1,11,31.409186356,0
13100,70878,86743,"DebtCon","ProfExe",10,0,0,174.88174385,0,11,39.784408257,0
25000,36108,84365,"HomeImp","Other",23,0,0,248.85150089,0,7,26.027040254,0
22600,91177,NA,"DebtCon","Other",24,0,0,251.58240353,1,26,42.077988376,0
27900,142346,185057,"DebtCon","ProfExe",9,0,1,155.54869901,0,36,39.397042716,0
10300,58572,75946,"DebtCon","Office",5,0,0,85.010052857,2,14,27.769438937,0
20400,132443,204082,"HomeImp","ProfExe",13,0,0,187.01869159,0,22,36.821887439,0
18300,68096,NA,"DebtCon","Mgr",1,0,0,85.843161697,0,17,27.633516483,0
31300,106960,144201,"DebtCon","Other",15,0,0,230.41303519,0,40,42.666659574,0
26000,81764,118388,"DebtCon","ProfExe",9,0,0,130.19241813,0,18,28.154134662,0
6700,49367,59609,"HomeImp","Other",6,0,0,99.303700784,0,17,25.231366381,0
5400,68625,82304,"DebtCon","Sales",2,0,0,136.63294416,0,30,32.05002349,0
21700,93868,147228,"DebtCon","ProfExe",22,0,0,153.68459626,0,25,39.533954235,0
8400,17479,66894,"HomeImp","Office",23,0,0,326.34280468,1,13,40.588576066,0
12000,69796,93757,"DebtCon","Office",16,0,1,91.432675908,0,8,24.459383678,0
11000,54641,65705,"DebtCon","Other",5,0,0,323.19292763,0,10,33.299628394,0
15600,62582,131510,"DebtCon","Self",2,0,2,122.60405287,1,17,38.588222397,1
25800,137140,167096,"DebtCon","Other",7,0,1,209.08528296,1,19,36.18947433,0
16700,53423,85685,"HomeImp","ProfExe",5,0,0,109.42942826,0,12,28.160611312,0
28700,67951,106093,"DebtCon","ProfExe",11,0,0,263.74392226,0,32,40.212234831,0
25600,78441,128814,"DebtCon","Office",2,0,0,310.50009981,1,24,38.738649619,0
13000,72931,NA,"DebtCon","Other",6,0,0,208.67289177,2,18,41.052235012,0
32600,233216,38583,"DebtCon","Mgr",4,0,1,226.14698877,2,49,40.222182864,0
16900,88143,115365,"DebtCon","Other",19,0,0,282.06851776,0,16,24.962851371,0
11900,44142,54299,"HomeImp","Other",22,0,0,123.47114722,0,22,37.154902302,0
18300,93728,153093,"HomeImp","ProfExe",5,0,0,109.33710593,0,16,36.213987487,0
9600,64758,63646,"HomeImp","Other",5,0,0,120.64455858,0,34,35.98492935,0
10500,74814,98132,"HomeImp","ProfExe",8,0,0,164.3308981,0,34,32.375149102,0
17000,6778,60065,"DebtCon","Sales",0,0,0,326.51841443,0,5,38.836601841,0
18200,13925,94898,"DebtCon","Other",22,0,0,223.90191801,2,41,35.998225405,0
24000,43427,68308,"DebtCon","Other",25,0,0,302.77226199,2,31,34.871855162,0
11100,56999,67427,"HomeImp","Other",8,0,0,139.51391501,0,16,35.892436102,0
39500,68117,117084,"DebtCon","Mgr",15,0,0,198.0997869,0,21,40.204874501,0
9900,23767,39293,"DebtCon","Other",5,1,0,145.76577376,0,9,24.605128805,1
23500,48286,81958,"DebtCon","Mgr",6,0,0,248.86009427,2,25,32.467300894,0
12800,54151,83828,"DebtCon","Other",13,0,0,132.16026989,0,16,23.477426284,1
27300,106221,137727,"DebtCon","Self",3,0,0,300.57451085,3,45,32.560359399,1
40300,369874,NA,"HomeImp","ProfExe",2,0,0,328.19889377,4,15,40.799921408,0
60000,38944,69961,"DebtCon","Other",2,0,0,96.693928882,0,20,28.385501018,0
14700,77565,101320,"HomeImp","ProfExe",6,0,0,120.82737185,0,26,25.27620451,0
13900,11413,81273,"DebtCon","Other",7,0,0,239.08369595,0,14,19.626149514,0
18600,49385,70220,"DebtCon","ProfExe",6,0,0,229.474919,2,32,30.731396529,0
18600,43438,NA,"DebtCon","Office",1,0,0,229.2744494,0,11,35.800071424,0
21700,20627,52040,"DebtCon","Other",26,0,2,199.98543166,0,25,27.117689551,0
12500,56791,72974,"HomeImp","Other",29,0,3,182.0664052,0,24,35.691622815,0
18400,75491,101745,"DebtCon","ProfExe",0,0,0,279.37005066,1,20,38.750299661,0
22500,87361,140632,"DebtCon","ProfExe",24,0,0,146.29617189,0,25,39.876769931,0
41700,59889,109250,"DebtCon","Mgr",16,0,0,187.13281076,0,22,36.968814443,0
43300,18824,63487,"DebtCon","Other",22,0,0,212.25488936,0,30,41.246735956,0
9700,45907,57507,"DebtCon","Other",6,0,0,81.229448637,0,11,29.037574223,0
12000,15756,53079,"HomeImp","Office",23,0,0,259.55504435,0,20,29.397478217,0
17800,60611,89943,"DebtCon","Office",29,0,0,208.46653704,0,21,30.813240588,0
20300,13838,30813,"DebtCon","Other",0,0,0,39.645887291,1,3,29.98518301,0
19700,139534,172125,"DebtCon","Other",0,0,0,101.94351853,6,17,32.761083981,1
21100,61427,83722,"DebtCon","Other",19,0,0,220.55353362,0,21,32.72762776,0
26800,96895,NA,"DebtCon","Mgr",23,0,0,201.96787517,0,13,40.162160653,0
22500,44228,86872,"HomeImp","Other",24,0,0,256.28691889,1,6,26.853259022,0
24800,76220,102087,"HomeImp","Mgr",6,0,1,126.64101955,0,32,48.569574037,1
19300,50554,76140,"DebtCon","Mgr",9,2,0,78.276625282,3,27,36.026904369,0
25500,79593,113063,"DebtCon","ProfExe",9,0,0,135.74061354,0,19,28.040793179,0
10700,48322,64383,"DebtCon","Other",0,1,0,185.25673471,2,12,28.030801551,0
6300,99469,116260,"HomeImp","Office",23,0,0,124.74559549,1,12,35.642270107,0
21700,29500,53943,"DebtCon","ProfExe",14,0,0,185.68207969,1,19,37.751545837,0
27700,67446,NA,"DebtCon","ProfExe",11,0,0,286.96597112,0,32,38.995164401,0
13900,47741,69111,"DebtCon","Other",2,0,0,254.25961308,0,21,28.885618182,0
25500,32458,52329,"DebtCon","Other",15,0,0,105.7836806,2,24,29.866278228,0
9800,78022,103466,"DebtCon","Mgr",1,0,0,83.835338491,2,24,37.434615355,0
10700,73996,92766,"DebtCon","Office",15,0,1,102.14742858,0,9,25.3840627,0
13200,69195,79252,"DebtCon","Office",13,0,0,248.78813035,3,37,41.905604624,0
11000,77723,107245,"HomeImp","ProfExe",5,0,0,NA,0,26,26.91192966,0
4200,66272,82953,"HomeImp","Other",3,0,0,110.27866259,0,15,43.450587911,0
18200,39109,62371,"HomeImp","Other",25,0,0,268.19826067,0,13,24.748181035,0
19200,24430,128837,"DebtCon","Other",9,0,0,355.79841245,1,10,41.147749222,0
12600,84933,110253,"DebtCon","ProfExe",8,0,0,NA,1,37,40.845077791,0
15300,57840,86903,"DebtCon","Other",0,0,0,110.82722442,4,11,38.826177523,0
28600,126189,167157,"DebtCon","ProfExe",19,0,2,239.22703591,0,26,31.012748928,1
15600,47537,66581,"DebtCon","Other",7,0,1,116.6148587,3,48,30.372801078,0
14400,78965,90729,"DebtCon","Mgr",4,0,0,132.6602719,2,26,39.686959105,0
20900,59228,92224,"DebtCon","Office",1,0,0,157.07118358,1,21,37.677209372,0
22200,57458,102195,"HomeImp","ProfExe",18,0,0,628.15806161,1,24,20.496216103,0
26400,240907,260638,"HomeImp","Self",7,1,0,255.41551402,3,51,37.652919106,0
6000,95232,NA,"HomeImp","Office",22,0,0,149.0229081,1,12,37.954336913,0
17200,33073,NA,"DebtCon","ProfExe",7,0,0,163.39478871,1,20,28.274888868,0
12800,79151,110583,"DebtCon","Other",4,0,0,79.371384496,1,13,33.586691632,0
17700,58016,76416,"DebtCon","Office",4,0,0,28.011491753,5,10,41.463373328,1
37900,150044,202894,"HomeImp","ProfExe",5,0,0,156.03392791,0,30,36.311407672,0
19900,68830,107598,"DebtCon","Office",10,0,0,202.93419537,2,13,30.957516266,0
17200,48999,76544,"DebtCon","ProfExe",5,0,0,240.52274651,3,31,32.841753914,0
10300,45275,62724,"HomeImp","Other",11,0,1,109.32463871,3,34,37.291824994,0
14400,111914,142105,"DebtCon","ProfExe",3,0,0,284.51696603,1,46,32.911384663,0
23200,131804,171144,"DebtCon","ProfExe",6,0,0,197.76872804,0,37,19.778851787,0
11900,89595,107895,"HomeImp","Mgr",9,0,0,250.46824187,0,24,30.305388108,0
12800,29100,NA,"HomeImp","Other",7,0,0,93.395002466,2,12,31.283061018,0
30500,108736,147531,"DebtCon","Other",13,0,0,228.61035912,1,40,43.12276156,0
16200,118585,131940,"DebtCon","Sales",5,0,0,202.38516993,2,40,23.977112224,1
9600,50655,NA,"DebtCon","Other",0,0,0,93.432844102,0,20,37.982353508,0
65200,71061,141666,"HomeImp","Office",10,0,1,134.68090672,0,11,43.56886383,0
23500,65587,87101,"DebtCon","Other",3,0,0,83.238000041,2,30,32.031678369,0
23600,87875,139025,"DebtCon","Other",10,0,0,112.91251455,2,15,38.505897277,0
18300,73510,95132,"DebtCon","Mgr",0,0,0,86.684295749,0,17,25.244046294,0
7400,56596,NA,"HomeImp","Mgr",3,0,1,141.96214925,0,23,28.300245637,0
17300,51185,65537,"DebtCon","Other",6,0,1,129.83794119,3,49,29.311594064,0
70800,192044,NA,"DebtCon","Self",10,0,0,221.60848575,2,25,30.37854757,0
31200,38352,NA,"DebtCon","Mgr",21,1,0,116.4379076,0,14,35.38186329,1
21700,56822,78399,"DebtCon","Mgr",10,1,0,70.691072722,3,28,36.610540064,0
31000,133471,188154,"DebtCon","ProfExe",0,0,0,218.53826063,2,18,40.315083491,0
17500,92986,114276,"DebtCon","Other",13,0,0,116.96135784,2,8,36.251385732,0
21500,90321,103778,"DebtCon","ProfExe",2,0,0,128.64278574,0,20,34.282675916,0
24300,70912,98353,"DebtCon","ProfExe",9,1,0,126.2435974,3,26,36.372531415,0
24300,21660,NA,"DebtCon","Other",26,0,0,102.78283553,0,10,23.247958281,0
12900,90646,100744,"HomeImp","Other",19,0,0,141.20846058,3,23,31.526379711,0
9600,70589,99384,"HomeImp","Other",0,0,1,176.4674623,0,31,34.234789575,0
8200,61821,64832,"HomeImp","Other",5,0,0,123.28602489,0,34,35.875343986,0
13000,96172,NA,"DebtCon","ProfExe",14,0,0,NA,1,18,36.225571567,0
21900,53458,77455,"DebtCon","ProfExe",10,0,0,192.88774922,1,42,40.956310782,0
14300,43826,70517,"DebtCon","Other",0,0,0,260.08494491,0,20,28.839933481,0
65500,205156,290239,"DebtCon","ProfExe",2,0,0,98.808205619,1,21,144.18900129,1
18800,166737,199303,"DebtCon","ProfExe",9,0,0,270.88268753,1,38,25.532128787,0
16900,71672,96677,"DebtCon","Other",1,0,0,153.79169482,0,30,35.327836168,0
25700,63054,104624,"DebtCon","Other",15,0,1,132.10711721,0,29,40.205292882,0
14300,93989,117410,"DebtCon","Office",10,0,0,220.89922098,0,12,39.877500773,0
17200,11950,170000,"HomeImp","Mgr",22,0,0,77.283384968,1,20,28.82169866,0
8400,57694,70782,"HomeImp","Other",4,0,0,125.71032467,0,34,37.622785545,0
10800,44355,57742,"HomeImp","Other",20,0,1,129.73199214,0,22,38.042767861,0
15400,28669,43078,"DebtCon","Mgr",14,1,0,108.19889491,1,17,24.674174851,0
30800,21172,37333,"DebtCon","Other",30,0,0,208.49869628,0,15,41.358171066,0
9500,59494,75930,"HomeImp","Other",0,0,0,98.99850784,0,6,36.888436373,0
