"client_id","Sex","WorkPlace","Income","Age","NumDependents","NumLoans","NumRealEstateLoans","BalanceToCreditLimit","Num30_59Delinquencies","Num60_89Delinquencies","DIR","SeriousDelinquencies"
53900,"male","government-org",13238,52.5,0,8,"2",0.021543,0,0,0.301626,"-"
42246,"female","private-company",NA,51.3,0,10,"1",0.323742,0,0,1709.151831,"-"
41496,"male","government-org",6304,45.3,2,3,"0",0.850684,0,0,0.103935,"-"
31229,"male","private-company",10519,69,0,11,"1",0.242597,0,0,0.120231,NA
33033,"female","government-org",8032,32.1,0,12,"1",0.669662,0,0,0.195351,"-"
69971,"female","private-company",4280,33.1,2,8,"2",1.006316,0,0,0.815664,"+"
37339,"female","self-employed",NA,67.3,0,10,"1",0.124904,0,0,1459.510661,"-"
31103,"female","private-company",2623,38,3,5,"1",0.762668,0,0,0.538627,"-"
48380,"female","other",NA,33.1,NA,3,"1",1.001783,1,0,3223.455311,"-"
12092,"female","private-company",9469,58.2,0,5,"1",0.000208,0,0,0.091087,"-"
37917,"male","other",3195,54.5,0,13,"2",0.955785,1,0,1.462832,"+"
6586,"male","government-org",2518,41.3,2,5,"1",0.082896,0,0,0.37819,"-"
72126,"male","private-company",NA,79.3,0,5,"1",0,0,0,678.542214,"-"
23078,NA,"government-org",NA,53.2,NA,17,"2",0.030137,0,0,1642.778893,"-"
13572,"male","private-company",4424,38.1,0,7,"1",0.100084,0,0,0.665816,"-"
74487,"female","self-employed",NA,81,NA,5,"0",0.128809,0,0,199.194968,"-"
33402,"female","self-employed",7045,40.2,3,13,"1",0.297159,0,0,0.376517,"-"
61081,"male","private-company",NA,57.3,NA,14,"3",0.05204,0,0,3917.389903,"-"
48461,"male","private-company",NA,49.1,NA,8,"1",0.001812,1,0,3118.193192,"-"
21415,"male","self-employed",2357,61,0,4,"1",1.030603,0,0,0.454927,"-"
32581,"male","government-org",2332,59.3,5,2,"1",0.930872,1,0,0.544894,"-"
37928,"female","private-company",33067,50.1,3,9,"2",0.680968,0,0,0.446393,"-"
54000,"male","private-company",6971,58.3,2,5,"1",0.170933,0,0,0.369837,"-"
73963,"female","private-company",4225,37.1,0,6,"1",0.311731,0,0,0.493034,"-"
3436,"male","private-company",1906,41.2,0,8,"0",0.044139,0,0,0.118274,"-"
45707,"female","government-org",4262,47.3,0,10,"1",0.895927,7,0,0.601732,"-"
57529,"female","other",5582,43.1,3,8,"1",0.034362,0,0,0.333113,"-"
54598,"female","private-company",4207,72.4,0,15,"1",0.023041,0,0,0.109405,"-"
34885,"male","private-company",NA,70.1,0,6,"1",0.004766,0,0,1584.532602,"-"
41450,"male","private-company",2512,68.1,0,12,"0",0.01492,0,0,0.155083,"-"
35107,"male","self-employed",14393,55.1,0,14,"5",0,0,0,0.625362,"-"
30364,"male","private-company",9945,69.4,0,9,"1",0.095123,0,0,0.105618,"-"
55289,"female","government-org",13095,44.3,2,6,"2",1.004409,0,0,0.297637,"-"
22055,"female","private-company",3226,38,1,6,"0",0.209311,0,0,0.155723,"-"
37309,"female","other",NA,62.2,0,2,"1",1.00765,0,0,226.121251,"-"
18944,"female","private-company",2015,78.2,1,2,"0",0.563226,0,0,0.034044,"-"
2190,"male","private-company",6409,53.3,3,12,"1",0.079962,0,0,0.21536,"-"
44446,"male","self-employed",8318,44.2,2,15,"2",0,0,0,0.443032,"-"
31394,"female","government-org",6519,27.3,0,10,"0",0.398983,0,0,0.182124,"-"
62045,"male","private-company",NA,26,0,7,"0",0.924373,1,2,313.873701,"+"
9869,"male","private-company",NA,49.2,0,4,"0",0.017948,0,0,10.04822,"-"
50518,"male","private-company",NA,56.5,0,5,"1",0.004923,0,0,1160.553387,"-"
8233,"female","private-company",6428,31.2,0,16,"1",0.080075,0,0,0.318025,"-"
285,"male","self-employed",10708,45.3,2,7,"2",0.901328,0,0,0.330517,"-"
58126,"male","self-employed",9363,53.3,2,10,"2",0,0,0,0.297667,"-"
13936,"female","private-company",8564,60,0,10,"1",0.057048,0,0,0.282941,"-"
16109,"female","private-company",4314,58.3,0,10,"0",0.018189,0,0,0.005611,"-"
4251,"male","private-company",2098,62.3,0,3,"2",0.668724,0,0,0.438453,"-"
1185,"female","government-org",7890,67.7,0,11,"1",0.012448,0,0,0.183612,"-"
15100,"female","private-company",NA,46.4,0,13,"2",0.293788,0,0,5133.045376,"-"
24115,"male","other",2344,42.2,1,5,"0",0.974852,1,0,0.628518,"+"
33556,"female","private-company",5605,74.5,1,12,"1",0.015942,0,0,0.201869,"-"
29666,"female","government-org",17139,59.1,0,21,"0",0.071344,0,0,0.031352,"-"
31999,"female","private-company",5286,65.3,1,16,"1",0.497885,0,0,0.652244,"-"
70503,"male","other",7309,41.3,5,12,"1",0.641794,0,0,0.771278,"-"
52097,"female","private-company",903,24.2,0,3,"0",0.45106,0,0,0.942828,"-"
53173,"male","private-company",7517,53.1,1,12,"2",0.16976,0,0,0.244007,"-"
28419,"female","other",3504,41.3,0,8,"1",0.080054,0,0,0.479529,"-"
41261,"male","private-company",18644,59.3,0,13,"2",0.119706,0,0,0.267091,"-"
68909,"male","government-org",4025,74,0,15,"1",0.061763,0,0,0.527789,"-"
23878,"female","self-employed",3568,52.3,1,8,"1",0.014053,0,0,0.261645,"-"
57215,"female","private-company",2376,23,0,1,"0",1.123002,0,0,0.006818,"-"
46452,"female","private-company",8273,52.2,0,6,"3",0.682873,0,0,0.536624,"-"
1075,"female","private-company",5189,72.5,0,17,"2",0.121727,0,0,0.403825,"-"
68024,"male","private-company",8054,56.5,2,16,"3",0.001507,0,0,0.475468,"-"
19426,"female","private-company",9006,47.3,1,9,"3",0.225557,0,0,0.382171,"-"
20669,"male","private-company",1051,28.1,0,5,"0",0.956068,0,0,0.403823,"-"
26994,"male","self-employed",6277,40.1,1,8,"0",0.487531,0,0,0.248525,"-"
28220,"male","government-org",10002,40.1,3,5,"1",0,0,0,0.136334,"-"
40104,"female","private-company",NA,23.2,0,1,"0",0.942337,0,0,14.078044,NA
3448,"male","government-org",1,41.2,0,3,"0",1.006494,0,3,722.436112,"-"
33908,"male","self-employed",3187,26,0,3,"1",1.008232,1,1,0.293096,"+"
30617,"male","government-org",NA,40.1,0,13,"1",0.099305,0,0,2122.400863,"-"
55933,"male","private-company",10016,56.5,0,14,"5",0.025221,1,0,0.623271,"-"
52867,"female","private-company",NA,39.1,0,3,"0",0.381392,0,0,768.188995,"-"
1137,"male","private-company",90103,39.1,3,21,"2",0.229159,2,0,0.028108,"-"
58565,"female","self-employed",NA,44.2,0,7,"1",1.009908,2,2,1991.99822,"-"
56505,"female","other",NA,46.2,0,3,"1",0.432982,1,0,1439.070645,"-"
52748,"male","private-company",7968,32.2,0,8,"0",0,0,0,0.186589,"-"
19871,"female","self-employed",3415,62.2,0,11,"2",0.020871,0,0,1.168801,"-"
5396,"male","private-company",3212,24,0,1,"0",1.004943,0,0,0.137148,"-"
31814,"female","private-company",NA,35.2,0,3,"1",1.007093,1,0,1476.238214,"-"
16507,"male","other",3503,48,0,19,"1",0.084045,0,0,0.417346,"-"
52859,"female","private-company",15632,55.4,1,4,"1",0.028842,0,0,0.073026,"-"
5872,"female","private-company",1413,63.5,1,0,"0",1.007757,1,1,0.005762,"-"
31209,"male","private-company",9146,55.2,3,6,"1",1.007171,0,0,0.066656,"-"
57037,"female","private-company",NA,37.2,0,16,"0",0.392698,0,0,1032.939118,"-"
39508,"male","government-org",0,65.3,0,1,"0",1.003578,0,0,293.100722,"-"
18544,"female","private-company",6262,55.2,1,8,"2",1.008287,1,1,0.496729,"-"
20346,"male","private-company",9684,64.1,0,5,"1",0.587877,0,0,0.248221,"-"
45265,"male","government-org",1008,74.6,0,2,"0",0.028845,0,0,0.019984,"-"
24670,"male","government-org",2120,24.2,0,1,"0",1.006106,0,0,0.023407,"+"
35324,"female","private-company",NA,69.2,0,26,"5",0.227298,6,0,32887.516048,"+"
67653,"male","self-employed",4544,39,1,26,"0",0.044177,1,0,0.028588,"-"
5621,"female","government-org",4302,53.4,0,7,"1",0.039138,0,0,0.493836,"-"
74557,"female","self-employed",NA,37.1,4,8,"1",0.19077,0,0,2454.415329,"-"
1235,"female","self-employed",7240,64.1,0,12,"1",0.398957,0,0,0.367078,"-"
27234,"female","other",14112,55.3,2,12,"3",0.084811,0,0,0.316742,"-"
4805,"male","self-employed",2886,33.2,0,4,"0",1.006619,0,0,0.322242,"+"
64282,"female","private-company",7698,36,1,10,"0",0.135027,0,0,0.168817,"-"
14633,"female","government-org",8895,42.1,3,8,"3",0.465194,0,0,0.354701,"-"
25246,"male","government-org",11694,55.2,3,15,"1",0.000983,0,0,0.122905,"-"
18109,NA,"private-company",4408,24.2,NA,3,"0",0.666091,0,0,0.027115,"-"
39161,"male","private-company",2926,37.2,0,6,"0",0.01164,0,0,0.133786,"-"
14600,"female","private-company",2577,26.2,0,3,"0",0.370796,3,2,0.235418,"+"
32180,"female","private-company",NA,63.5,1,13,"2",0.099759,0,0,1816.268777,"-"
39407,"female","self-employed",NA,57.1,0,9,"1",0.006161,0,0,436.902192,"-"
17716,"female","private-company",4590,71.1,0,4,"2",1.000265,0,0,0.258985,"-"
31165,"female","private-company",NA,59.6,0,4,"0",0,0,0,86.472418,"-"
19581,"male","private-company",NA,32.1,0,4,"2",0.129575,0,0,2908.048313,"-"
18719,"female","private-company",3420,68.6,0,17,"1",0.033761,0,0,0.301792,"-"
32946,"female","private-company",4111,62,0,4,"0",0.874511,0,0,0.41092,"-"
59617,"female","private-company",NA,71.4,0,11,"1",0.073431,1,0,1789.472508,"-"
24977,"male","other",5027,75.5,0,4,"2",0.013915,0,0,0.274581,"-"
53398,"male","self-employed",2802,65,0,1,"0",0.038176,0,0,0.001799,"-"
11225,"female","private-company",9208,53.3,2,9,"1",0,0,0,0.230401,"-"
15475,"female","private-company",4314,55.3,1,17,"2",0.920402,2,0,0.883853,"+"
39258,"female","government-org",18122,57.2,3,8,"3",0.845079,0,0,0.312655,"-"
31653,"female","private-company",3303,61.2,0,4,"1",0,0,0,0.532613,"-"
31815,"female","private-company",1667,29.1,0,6,"0",0.12231,0,0,0.26047,"-"
19152,"female","private-company",4598,57.5,0,9,"1",0.84537,0,0,0.286866,"-"
37206,"male","private-company",5302,51.5,0,15,"1",0.00638,0,0,0.277982,"-"
53626,"male","private-company",3643,49.4,0,3,"0",1.003292,0,0,0.114944,"-"
29036,"male","government-org",9500,48,2,5,"1",0.031846,0,0,0.217461,"-"
13675,"male","self-employed",14244,48.2,1,17,"2",0.333837,0,0,0.392034,"-"
10027,"male","self-employed",NA,34.3,0,4,"1",0.612963,0,0,1335.480131,"-"
9293,"female","self-employed",15416,54.5,1,10,"5",0.020463,0,0,0.3573,"-"
22340,"female","private-company",3622,31.1,1,3,"0",0,0,0,0.083536,"-"
57683,"male","private-company",4432,63,0,10,"1",0.146901,0,0,0.185276,"-"
11948,"male","government-org",11249,39.3,0,12,"4",0.289304,0,0,0.29811,"-"
49525,"male","private-company",8711,53.5,0,16,"3",0.045652,0,0,0.346945,"-"
3683,"male","private-company",30035,59.5,2,11,"6",1.00648,1,0,0.809704,"-"
50856,"female","private-company",NA,32.3,0,1,"0",0,0,0,0,"-"
72347,"male","private-company",6011,55.4,0,14,"2",0.029118,0,0,0.342658,"-"
19641,"female","private-company",10119,70.2,4,9,"2",0.725897,0,0,0.454753,"-"
59519,"female","private-company",2908,54.2,0,11,"1",0.000498,0,0,0.579868,"-"
35560,"male","self-employed",NA,39.1,0,3,"0",0.927805,1,1,400.192574,"-"
14610,"male","government-org",NA,60,0,8,"3",0.369222,0,0,8578.433903,"-"
17478,"female","private-company",5507,89.6,0,7,"0",0.021373,0,0,0.001821,"-"
60197,"female","private-company",0,58.1,0,13,"1",0.00583,1,0,1343.50736,"-"
26807,NA,"government-org",NA,78.3,NA,9,"0",0,0,0,185.309574,"-"
34910,"male","private-company",3503,57.5,0,5,"2",0.145819,0,0,0.603182,"-"
61768,"female","government-org",4010,30.2,1,8,"0",0.578748,1,0,0.285961,"-"
14394,"male","private-company",5250,57.5,2,20,"1",0.004483,1,1,0.080115,"-"
65267,"male","self-employed",7152,90.5,1,14,"0",0.016462,1,0,0.006082,"-"
4268,"male","private-company",202,23.1,0,1,"0",1.007051,0,0,0,"-"
56072,"male","self-employed",7958,32,0,12,"0",0.49963,3,0,0.214368,"-"
54155,"male","government-org",6276,70.4,0,7,"2",0.136198,0,1,0.242735,"-"
17458,"female","private-company",3354,29.2,0,11,"0",0.366084,0,0,0.135118,"-"
33653,"female","government-org",6722,56.3,2,16,"1",0.035039,0,0,0.237169,"-"
22137,"male","government-org",8579,33.3,0,8,"2",0.030315,0,0,0.417225,"-"
11615,"male","private-company",NA,50.2,0,8,"0",0.441046,0,0,1677.567545,"-"
20770,"female","private-company",NA,84.2,0,5,"0",0.008408,0,0,3.018817,"-"
48569,"female","self-employed",8863,60.4,0,5,"1",0.889684,0,0,0.419276,"+"
22102,NA,"private-company",NA,36.2,NA,2,"1",1.009387,0,0,1331.027015,"-"
30347,"female","private-company",3550,24.1,1,2,"0",0.722746,1,1,0.024721,"-"
50134,"female","private-company",NA,35,0,9,"1",0.109757,0,0,1530.982239,"-"
63374,"male","private-company",8990,62.4,0,10,"2",0.041071,0,0,0.573069,NA
59437,"female","private-company",7127,34.1,0,5,"1",0.995468,0,0,0.398792,"-"
74484,"male","private-company",502,81,0,6,"1",0,0,0,4.025232,"-"
22177,"female","other",10940,45.3,0,12,"2",0.008311,0,0,0.141926,"-"
20355,"male","other",3417,30,0,1,"0",0.000297,1,0,0,"-"
52798,"male","private-company",7981,80.1,0,17,"2",0.016171,0,0,0.385503,"-"
55563,"male","private-company",NA,76.4,0,2,"0",0,0,0,1.00911,"-"
5031,"male","private-company",3530,55.2,2,15,"2",0.00247,0,0,0.947114,"-"
64452,"female","other",5432,60.1,0,6,"1",0,0,0,0.255614,"-"
8798,"female","other",NA,36,2,16,"2",0.295656,0,0,3254.846005,"-"
43753,"male","private-company",NA,47.1,0,12,"2",0.808037,0,0,2871.484938,"-"
35677,"female","private-company",4083,64,0,34,"2",0.073771,0,0,1.024308,"-"
35829,"male","private-company",5523,44.3,3,7,"1",0.257932,0,0,0.334226,"-"
8947,"female","private-company",5249,51.4,4,3,"1",0.010997,0,0,0.221914,"-"
34501,"female","private-company",NA,44.3,NA,9,"1",0.434734,0,0,2680.868187,"-"
42229,"male","other",NA,45.4,0,4,"0",0.490603,0,0,968.516794,"-"
50375,"female","government-org",8311,31.2,0,9,"2",0.0999,0,0,0.389217,"-"
19845,"female","private-company",2001,51.2,0,13,"1",0.412058,1,0,1.159683,"-"
53647,"male","self-employed",5012,84.2,0,9,"0",0.044425,0,0,0.01289,"-"
41757,"female","private-company",7219,56.3,5,5,"1",0.010429,0,0,0.287032,"-"
44683,"male","private-company",0,29.1,0,7,"0",0.013887,1,0,216.302359,"-"
31186,"female","government-org",NA,75.7,0,3,"1",1008.152526,0,0,341.640773,"-"
31948,"male","private-company",6503,40.4,0,10,"0",0.795465,0,0,0.42571,"-"
30713,"female","government-org",NA,72.2,2,4,"1",0.029119,0,0,1394.624054,"-"
6994,"male","private-company",NA,32.2,0,11,"2",0.263782,0,0,1689.56637,"-"
38038,"female","private-company",3052,32.1,2,10,"0",0.048656,0,1,0.077861,"+"
43358,"female","self-employed",4426,58.2,0,7,"1",0.753054,0,0,0.466725,"-"
66069,"male","other",6753,47.4,0,14,"0",0.110502,0,0,0.031543,"-"
2783,"female","private-company",3610,35.2,0,1,"0",1.001582,0,0,0,"-"
69625,"female","private-company",2599,69.4,0,14,"1",0.966587,0,0,12.80898,"-"
37044,"female","private-company",1404,59.1,0,6,"0",0.052082,0,0,0.308774,"-"
13203,"female","private-company",7878,30.1,0,16,"1",0.063939,0,0,0.263061,"-"
41460,"male","self-employed",NA,60.5,0,26,"1",0.675778,6,0,3346.162883,"+"
27197,"female","private-company",12659,78.4,1,12,"2",0.004611,0,0,0.230322,"-"
43301,"female","other",2513,83.1,0,11,"0",0.015721,0,0,0.010082,"-"
63400,"male","private-company",8277,36.3,1,12,"0",0.343331,0,0,0.16843,"-"
73357,"male","private-company",2016,43.3,0,2,"0",0.016317,0,0,0.002012,"-"
7517,"male","private-company",NA,72,0,11,"0",0.028069,0,0,23.184361,"-"
26220,"male","private-company",NA,61.4,1,16,"1",0.276109,0,0,1872.423405,"-"
19348,"male","government-org",5447,62.4,0,54,"5",0.028757,0,0,0.715997,"-"
1014,"male","self-employed",NA,78.1,0,8,"1",0.297291,0,0,3531.244347,"-"
8488,"male","private-company",5999,48.4,1,7,"1",0.576805,0,0,0.367068,"-"
22173,"male","private-company",NA,80.7,0,6,"0",0.012777,0,0,13.093337,"-"
27594,"male","self-employed",5602,60.4,2,7,"1",0.008433,0,0,0.303508,"-"
53294,"female","government-org",12279,46,4,12,"6",0.265043,2,0,0.834415,"-"
53342,"male","other",2768,42.2,0,2,"0",0.486326,0,0,0.005109,NA
7668,"male","private-company",NA,43.3,2,9,"1",0.060556,0,0,1197.663376,"-"
19369,"male","government-org",4612,54.5,0,15,"2",0.316328,0,0,0.866886,"-"
24092,"female","government-org",7405,45.1,0,10,"0",0,0,0,0.088623,"-"
49859,"male","government-org",NA,26.2,0,3,"0",1.107981,0,0,308.322803,"-"
13459,"female","private-company",5544,67.6,0,12,"2",0.038274,0,0,0.378586,"-"
72057,"female","self-employed",NA,69.5,NA,14,"2",0.039023,0,0,6154.569779,"-"
15095,"female","private-company",NA,56.4,0,18,"1",0.195237,0,0,1979.832161,NA
22005,"female","private-company",10487,44.3,2,6,"2",0.743049,0,0,0.748073,"-"
65417,"male","private-company",NA,44.2,2,21,"2",0.028781,0,0,5091.45765,"-"
21540,"female","government-org",2346,50.2,0,7,"2",0.749511,0,0,1.721562,"-"
50453,"female","government-org",12886,52.3,2,9,"1",0.018101,0,0,0.249588,"-"
10498,"female","private-company",4381,72.4,1,18,"1",0.118275,0,0,0.646194,"-"
27912,"male","private-company",2504,85.4,0,9,"0",0.109452,0,0,0.022545,"-"
57288,"male","government-org",10386,41.3,0,12,"2",0.748167,0,0,0.637327,"+"
74020,"male","self-employed",3129,60.3,0,14,"2",0.632443,0,0,1.369768,"-"
31594,"female","private-company",NA,53.5,0,5,"1",0.142215,0,0,2398.88389,NA
21802,"female","private-company",5257,54.4,0,11,"3",0.00261,0,0,0.486384,"-"
61406,"female","private-company",7454,57,2,17,"2",0.082063,0,0,0.322687,"-"
3141,"female","private-company",2509,58,2,4,"0",0.423496,0,0,0.443927,"-"
49596,"male","other",12761,64.3,0,14,"1",0.039873,0,0,0.224475,"-"
71541,"female","private-company",NA,50.4,0,3,"1",0,0,0,745.1568,"-"
52739,"female","government-org",5548,72.1,0,11,"3",0.084452,0,0,1.302879,"-"
24867,"male","private-company",6040,32.3,3,4,"0",0.910045,1,0,0.096944,"-"
8997,"female","private-company",4701,65.4,0,8,"1",0.010257,0,0,0.322168,"-"
69213,"female","private-company",3544,33.1,2,10,"0",1.005417,0,1,0.223815,"+"
33252,"male","private-company",NA,41,3,9,"1",0.112242,0,0,2630.249827,"-"
51215,"male","self-employed",3329,26.1,0,0,"0",1.002168,0,0,0,"-"
68952,"female","private-company",4457,40.2,0,4,"NA",0,0,0,0,"-"
50657,"male","government-org",4332,49.4,0,15,"2",0.765874,1,0,0.733602,"-"
34881,"female","government-org",1681,50.2,1,12,"1",0.091385,0,0,0.933466,"-"
44763,"male","other",1886,29.1,0,4,"0",0.808476,2,2,0.05964,"+"
42917,"male","private-company",10658,47.2,0,22,"2",0.098674,0,0,0.207487,"-"
49719,"female","private-company",9469,40,2,10,"2",0.013857,1,0,0.346291,"-"
2937,"male","self-employed",14615,60.3,2,12,"1",0,0,0,0.17148,"-"
68699,"female","private-company",9524,49.3,4,10,"1",0.038154,0,0,0.391163,"-"
32599,"male","self-employed",14853,65.2,0,13,"3",0.05946,0,0,0.338986,"-"
44922,"female","private-company",4253,69.1,0,15,"1",0.092629,0,0,0.167897,"-"
41333,"female","self-employed",NA,48,0,8,"3",0.790632,0,0,7574.854681,"-"
45887,"male","government-org",4540,44.2,2,7,"0",0.09282,0,0,0.102839,"-"
10000,"male","private-company",NA,67.5,0,7,"1",0,0,0,2612.959513,"-"
72391,"male","self-employed",9917,57.3,2,15,"2",0.04585,0,0,0.298244,"-"
7899,"female","private-company",2906,29.1,0,4,"0",0.361528,0,0,0.201451,"-"
58993,"male","private-company",5017,43,1,11,"2",0.350968,0,0,0.31981,"-"
502,"male","private-company",4779,56.1,3,8,"4",1.001962,0,0,0.759333,"-"
16095,"male","private-company",1759,55.1,0,5,"0",0.037766,0,0,0.203176,"-"
42473,"female","private-company",NA,57,0,10,"1",0,0,0,1627.915809,"-"
5395,"female","government-org",6714,34.3,0,5,"0",0.420013,0,0,0.073404,"-"
18270,"male","private-company",7816,64.5,2,15,"2",0.012249,0,0,0.434641,"-"
11944,"male","private-company",4127,76.6,2,6,"2",1.007525,0,0,0.736493,"-"
11845,"male","private-company",NA,46.4,0,3,"0",0.042006,0,0,36.181891,"-"
5912,"female","private-company",NA,70.6,0,5,"2",0.105181,1,0,3761.346968,"-"
20120,"female","private-company",2625,77.4,0,15,"2",0.234752,0,0,0.881833,"-"
40067,"female","government-org",1203,77,0,7,"1",0.415743,0,0,1.122871,"-"
49521,"male","private-company",12502,38.2,0,8,"2",0,0,0,0.390871,"-"
38079,"male","private-company",959,54.2,1,5,"0",0.007565,0,0,0.368996,"+"
29269,"male","private-company",4701,45.1,0,10,"1",0.389179,1,0,0.40818,"-"
12133,"female","other",NA,43,NA,8,"1",0,0,0,1223.814561,NA
72120,"female","private-company",4138,41.4,2,4,"1",1.011474,0,0,0.475163,"-"
60073,"female","government-org",2919,61.4,0,11,"1",0.002391,0,0,0.402314,"-"
26454,"male","private-company",9443,45.4,2,25,"3",0.023831,0,0,0.402294,"-"
65135,"female","private-company",3804,30.2,0,6,"0",0.523131,0,0,0.325363,"-"
17610,"male","government-org",4000,36,2,3,"0",0.299845,0,0,0.133242,"-"
54744,"female","private-company",2621,45.2,2,1,"0",1.055033,0,0,0.008875,"+"
4950,"female","private-company",NA,48.4,0,16,"1",0.435593,0,0,2035.21237,"-"
63614,"female","government-org",6893,63.5,0,8,"2",0.541885,0,0,0.402256,"-"
7041,"male","private-company",9784,59.2,0,23,"1",0.681034,3,0,0.247113,"-"
19658,"female","private-company",3063,62.3,2,2,"0",1.00487,1,0,0.357733,"-"
54631,"female","private-company",3790,56.3,1,8,"1",1.077746,1,1,0.527579,"-"
33328,"male","private-company",5100,63.2,0,9,"1",0.036836,0,0,0.20799,"-"
898,"male","self-employed",NA,42.2,0,9,"2",0.420774,0,0,7013.166257,"-"
30503,"female","private-company",NA,61.1,0,16,"0",0,0,0,692.693571,"-"
42100,"female","government-org",1487,80.1,0,7,"1",0.879785,0,0,0.590957,"-"
69387,"male","private-company",13392,58.2,0,4,"0",0.003062,0,0,0.053096,"-"
53301,"female","private-company",2083,60.3,0,6,"1",1.002756,0,0,0.514884,"-"
34733,"female","private-company",2204,30.2,2,0,"0",1.009081,1,0,0,"-"
63987,"female","private-company",16847,67.6,0,12,"5",0.023033,0,0,0.650934,"+"
28608,"male","private-company",5479,63.4,0,4,"1",0.447229,1,0,0.412254,"-"
66896,"male","private-company",1003,47.2,2,4,"0",0.862728,0,0,0.876517,"-"
1134,"female","other",2119,27.1,2,3,"0",1.003415,0,0,0.163104,"+"
67113,"male","private-company",11710,47,2,15,"1",0,0,0,0.257983,"-"
50149,"female","other",7802,39.1,2,1,"0",1.009936,0,0,0.016473,"-"
2600,"female","self-employed",7064,68.2,0,6,"1",0.023839,0,0,0.170164,"-"
4459,"male","other",7407,72.6,0,8,"0",0.721835,0,0,0.096692,"-"
9263,"female","private-company",3505,75.6,1,4,"1",0.5769,0,0,0.459528,"-"
14029,"male","self-employed",NA,71.3,0,12,"1",0.027857,0,0,2224.651696,"-"
26496,"female","private-company",1066,72.2,2,3,"0",0.112543,0,0,0.524286,"-"
67127,"male","self-employed",2884,42.2,1,13,"3",0.650845,0,0,1.425971,"-"
6062,"male","government-org",7541,66.5,0,4,"1",0.723984,1,0,0.485362,"-"
30989,"female","private-company",10162,75.3,0,9,"0",0.068656,0,0,0.010928,"-"
67335,"female","government-org",6714,63.2,0,10,"1",0.004356,0,0,0.39434,"-"
56114,"female","private-company",2201,42.4,1,10,"1",0.147722,0,0,0.941776,"-"
8723,"male","private-company",2726,38.1,1,7,"1",0.191168,1,2,0.523384,"-"
777,"female","private-company",6211,66.1,1,11,"1",0.074483,0,0,0.245636,"-"
68056,"female","private-company",13918,43.2,1,14,"0",0.50372,0,0,0.255492,"-"
37721,"female","private-company",6890,38.2,1,14,"1",0.286196,0,0,0.369632,"-"
33075,"male","private-company",NA,51.2,0,5,"0",0.03898,0,0,47.103806,"-"
31041,"female","private-company",NA,43.3,1,8,"3",0.356896,1,0,2951.789826,"+"
42023,"female","self-employed",4801,73.7,0,10,"2",0.047558,0,0,1.083115,"-"
71310,"male","self-employed",10433,34.3,1,9,"0",0.101005,0,1,0.07242,"-"
72964,"male","private-company",54147,64.6,0,14,"6",0.708335,0,0,0.124649,"-"
28058,"male","private-company",5848,58.5,1,13,"1",0.031942,0,0,0.431068,"-"
44152,"female","private-company",8734,71.5,0,21,"3",0.072831,0,0,0.594734,"-"
525,"male","government-org",9998,51.3,0,8,"2",0,0,0,0.21203,"-"
37855,"male","private-company",13414,67.4,0,7,"0",0.032925,0,0,0.005301,"-"
33354,"female","private-company",15952,43.3,1,18,"4",0.249319,0,1,0.416608,"-"
52865,"female","private-company",NA,95.4,1,4,"0",0.003513,0,0,3.028382,"-"
53651,"female","government-org",16646,49.5,2,12,"7",0.165198,1,0,0.864425,"-"
64050,NA,"private-company",4910,25.2,NA,4,"0",1.042077,0,0,0.150952,"-"
72992,"male","private-company",4502,50.4,3,14,"2",0.799381,0,0,0.788943,"-"
1098,"female","private-company",4541,34,0,7,"2",0.038823,0,0,0.383145,"-"
31078,"male","private-company",2619,26.1,0,1,"0",0.137577,1,0,0.003863,"-"
32007,"female","private-company",9343,51.4,1,13,"2",0.015662,0,0,0.345035,"-"
3974,"male","private-company",9114,60.5,0,4,"0",0,0,0,0.004658,"-"
70224,"female","private-company",3861,67.4,0,23,"1",0.630073,0,0,1.142024,"-"
17979,"male","private-company",9668,60.3,0,11,"0",0.498513,0,0,0.203137,"-"
48995,"female","private-company",8629,41,0,12,"3",1.00329,1,0,0.435883,"-"
34431,"female","private-company",7251,45.1,0,14,"3",0.011236,0,0,0.490133,"-"
9607,"male","private-company",2522,59.6,0,9,"1",0.031453,2,0,0.347363,"-"
74544,"female","other",NA,42,NA,0,"0",1.006869,0,0,0,"+"
69160,"male","government-org",NA,56.5,0,16,"1",0.001866,0,0,2068.765448,"-"
531,"female","private-company",7196,56.2,2,13,"1",0.802562,0,0,0.361809,"-"
61714,"male","private-company",NA,41.3,0,6,"1",0.157053,0,0,1355.862192,"-"
59911,"female","government-org",9099,50.2,1,14,"0",0.180483,0,0,0.079571,"-"
18012,"male","government-org",2716,27.2,3,3,"0",0.212821,0,0,0.185869,"-"
20454,"female","private-company",3222,62.5,0,25,"0",0.01831,0,0,0.062753,"-"
51965,"female","government-org",3010,56.4,0,4,"1",0.691638,2,0,0.872179,"-"
57918,"female","private-company",6048,27.1,1,2,"0",1.000122,0,1,0.014361,"-"
22868,"female","self-employed",7364,39.2,0,20,"2",0,0,0,0.245939,"-"
63904,"male","private-company",5598,45.4,4,7,"2",0.723353,0,0,0.409841,"-"
67806,"male","other",2942,33.1,0,4,"0",0.253107,0,0,0.016268,"-"
55828,"female","private-company",8479,48.1,0,12,"1",0.205928,0,0,0.215216,"-"
